shrcd,exchcd,siccd,issuer_ticker,prc,vol,ret,shrout,datem,mktcap,date,industry_adjusted_score,industry_unadjusted_score,letter_rating,S_factor,G_factor,E_factor,ESG_factor,Mkt-RF,SMB,HML,RF,Mom
11.0,3.0,8299.0,HSTM,27.87,19270.0,0.002879,31882.0,2017-05,888551.3400000001,2017-05-01,3.0,4.0,BB,-0.038424192,-0.000799992,0.017869033,0.0323629,1.06,-2.52,-3.78,0.06,1.48
12.0,1.0,3479,AXTA,30.5,415144.0,0.008264,240593.0,2018-08,7338086.5,2018-08-01,7.9,6.0,AA,0.074072517,0.022886775,0.046277983,0.022157183,3.44,1.13,-3.98,0.16,5.29
11.0,3.0,9999.0,BLUE,47.75,276019.0,-0.295515,37304.0,2016-10,1781266.0,2016-10-01,5.4,4.9,BBB,-0.036525708,0.012396383,0.019624975,0.017342583,-2.02,-4.42,4.12,0.02,0.6
11.0,1.0,1311.0,CLR,71.86,204806.0,-0.06554,181135.0,2012-10,13016361.1,2012-10-01,4.2,3.09,A,-0.000907967,-0.003859533,-0.014234192,-0.035789725,-1.76,-1.16,3.59,0.01,0.14
73.0,4.0,6726,FLTR,25.15,11755.0,0.00605,18800.0,2020-07,472820.0,2020-07-01,8.1,4.9,AA,,,,,5.77,-2.32,-1.37,0.01,7.61
11.0,1.0,3678,APH,87.92,335849.0,0.085164,301327.0,2019-01,26492669.84,2019-01-01,5.6,4.65,A,0.002627942,0.017763333,0.007356,-0.0229757,8.4,2.89,-0.46,0.21,-8.68
11.0,3.0,7372,CDNS,33.49,370952.0,-0.046955,280201.0,2017-06,9383931.49,2017-06-01,8.4,5.6,AA,0.010920842,-0.037658425,0.01672225,-0.01494705,0.78,2.23,1.48,0.06,-0.09
11.0,1.0,2834.0,JNJ,63.27,2813710.0,-0.008331,2896558.0,2007-05,183265224.66,2007-05-01,8.57,7.41,AA,7.5625e-05,0.030301267,,-0.000297267,3.24,0.24,-0.65,0.41,-0.34
11.0,1.0,6722,NEWM,16.05,55276.0,-0.035457,44877.0,2016-04,720275.85,2016-04-01,2.1,2.9,B,0.025355267,0.05271435,-0.040464133,-0.029043617,0.91,0.74,3.28,0.01,-6.02
11.0,1.0,2834,PFE,43.32,4375614.0,0.043353,5551805.0,2019-06,240504192.6,2019-06-01,2.2,3.4,B,,,,,6.93,0.27,-0.72,0.18,-2.3
11.0,1.0,3089.0,NWL,14.8,930656.0,0.246841,291400.0,2011-10,4312720.0,2011-10-01,4.24,5.14,BB,0.025458308,-0.00016575,-0.025870333,-0.037368917,11.35,3.28,0.1,0.0,-1.43
12.0,3.0,7372,SINA,42.61,189976.0,0.047315,59734.0,2020-09,2545265.74,2020-09-01,1.6,2.9,B,,,,,-3.63,0.04,-2.68,0.01,3.12
44.0,1.0,6726,PMO,12.26,16012.0,0.022683,34514.0,2019-03,423141.64,2019-03-01,8.2,5.4,AA,-0.014485042,0.007149233,-0.005788625,0.031336725,1.1,-3.03,-4.1,0.19,2.21
12.0,2.0,1041,ASM,1.255,30837.0,-0.045627,52451.0,2017-11,65826.00499999999,2017-11-01,4.7,5.4,BBB,-0.0074978,-0.001601825,0.002098283,-0.016665908,3.12,-0.58,-0.08,0.08,-0.87
11.0,3.0,3844,SIRO,98.72,74234.0,0.064367,55555.0,2015-05,5484389.6,2015-05-01,4.3,4.5,BBB,-0.001043142,-0.045099842,0.041625592,-0.002559833,1.36,0.92,-1.14,0.0,5.82
11.0,1.0,5045,SNX,106.65,76662.0,0.218022,51476.0,2020-05,5489915.4,2020-05-01,4.6,5.0,BBB,,,,,5.58,2.47,-4.89,0.01,0.43
11.0,3.0,3810,TRMB,37.52,261309.0,-0.112163,251790.0,2019-08,9447160.8,2019-08-01,8.5,5.5,AA,,,,,-2.58,-2.37,-4.77,0.16,6.92
11.0,3.0,1311,REXX,15.28,210747.0,0.108049,54103.0,2014-08,826693.84,2014-08-01,3.5,3.3,BB,0.0108125,-0.011560892,-0.0012292,0.001202083,4.24,0.4,-0.45,0.0,0.82
11.0,1.0,3711,FSS,14.15,62396.0,-0.050134,62503.0,2015-08,884417.4500000001,2015-08-01,4.5,4.5,BBB,-0.00575945,0.005492483,-0.018212583,-0.000829442,-6.04,0.33,2.77,0.0,-2.09
11.0,3.0,2000,MDLZ,57.45,1426508.0,-0.011212,1429843.0,2020-09,82144480.35000001,2020-09-01,5.7,4.7,BBB,,,,,-3.63,0.04,-2.68,0.01,3.12
11.0,3.0,2834,SLXP,114.94,329760.0,0.119291,63827.0,2014-12,7336275.38,2014-12-02,5.1,4.3,BBB,0.03260375,-0.010953733,-0.00667505,-0.014995058,-0.06,2.49,2.27,0.0,1.12
12.0,1.0,3353,CSTM,10.25,178869.0,-0.09292,105636.0,2017-09,1082769.0,2017-09-01,7.1,5.0,A,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
12.0,1.0,3511,CYD,16.34,6961.0,-0.029691,40858.0,2020-12,667619.72,2020-12-01,2.5,3.6,B,,,,,4.63,4.89,-1.5,0.01,-2.32
11.0,1.0,1629,GVA,53.95,48730.0,-0.030722,45467.0,2018-07,2452944.65,2018-07-01,6.6,4.7,A,0.000868542,-0.020117392,0.002435592,0.02815055,3.19,-2.23,0.47,0.16,-1.41
11.0,1.0,5812,BH,412.69,992.0,-0.004126,2068.0,2018-01,853442.92,2018-01-01,3.7,4.45,B,0.033935708,0.061400858,0.045588258,0.00420215,5.57,-3.15,-1.33,0.12,4.05
73.0,4.0,6726,COPX,30.36,43821.0,0.138923,6799.0,2020-12,206417.64,2020-12-01,5.8,4.8,A,,,,,4.63,4.89,-1.5,0.01,-2.32
11.0,1.0,3334,AA,26.68,797108.0,-0.052557,185520.0,2019-04,4949673.6,2019-04-01,5.2,4.0,BBB,,,,,3.97,-1.74,2.14,0.21,-2.97
11.0,1.0,6282,EV,41.26,123571.0,-0.098142,114257.0,2020-02,4714243.819999999,2020-02-01,2.6,3.4,B,,,,,-8.13,1.07,-3.79,0.12,-0.4
11.0,3.0,4813,SHEN,37.2,54966.0,0.0319,49265.0,2017-09,1832658.0,2017-09-01,2.2,4.5,B,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
11.0,1.0,6311,MET,46.5,1897279.0,-0.140322,1136042.0,2015-01,52825953.0,2015-01-01,3.6,4.3,BB,-0.031476367,-0.014181025,-0.013698833,0.000254508,-3.11,-0.55,-3.58,0.0,3.84
11.0,1.0,7323,EFX,140.67,143618.0,-0.039008,120884.0,2019-09,17004752.279999997,2019-09-01,5.6,5.8,A,,,,,1.43,-0.97,6.74,0.18,-6.81
73.0,4.0,6726,PSI,25.46,7155.0,0.049308,1450.0,2014-12,36917.0,2014-12-02,5.7,6.1,BBB,0.03260375,-0.010953733,-0.00667505,-0.014995058,-0.06,2.49,2.27,0.0,1.12
71.0,1.0,1221,RNO,1.01,14169.0,-0.257353,16706.0,2015-07,16873.06,2015-07-01,6.6,5.9,A,-0.043095083,-0.023842558,0.053260867,-0.028371625,1.54,-4.19,-4.13,0.0,9.98
11.0,1.0,6321,GTS,20.26,28043.0,0.137563,25090.0,2013-11,508323.4,2013-11-01,5.7,5.0,BBB,0.028510342,0.002407825,0.0353845,-0.006720333,3.13,1.29,0.32,0.0,0.44
11.0,1.0,2671,BMS,52.6,170092.0,0.036246,94711.0,2016-08,4981798.600000001,2016-08-01,4.8,5.35,BBB,0.009234758,0.007898217,0.018065725,0.004284425,0.49,1.18,3.13,0.02,-3.49
12.0,1.0,3842.0,STE,69.46,108868.0,-0.009554,84933.0,2017-03,5899446.18,2017-03-01,5.0,5.1,BBB,-0.018273858,0.000117925,0.00174255,0.013374767,0.17,1.14,-3.32,0.03,-1.02
11.0,1.0,8062.0,UHS,57.89,148635.0,0.022952,90408.0,2013-02,5233719.12,2013-02-01,2.858,3.2,BB,-0.009570975,-0.009874675,0.006692142,0.006675658,1.29,-0.28,0.11,0.0,1.29
11.0,3.0,9999,MKTO,35.23,313003.0,0.602092,44720.0,2016-05,1575485.6,2016-05-01,3.8,4.5,BB,0.011018142,0.004892675,0.028638917,-0.011118417,1.78,-0.18,-1.66,0.01,1.42
12.0,3.0,1382,EXXI,11.35,891722.0,-0.312121,93867.0,2014-09,1065390.45,2014-09-01,4.6,3.9,BBB,-0.019768433,-0.035909633,0.037610742,0.008333083,-1.97,-3.72,-1.34,0.0,0.5
11.0,1.0,7011,VAC,74.54,39931.0,0.014012,32612.0,2014-12,2430898.48,2014-12-02,4.8,5.1,BBB,0.03260375,-0.010953733,-0.00667505,-0.014995058,-0.06,2.49,2.27,0.0,1.12
11.0,1.0,3724,AIR,20.67,136501.0,0.024789,35101.0,2020-06,725537.67,2020-06-01,6.225,4.825,BBB,,,,,2.46,2.7,-2.17,0.01,-0.73
31.0,1.0,3674.0,SMI,7.62,51212.0,0.139013,95383.0,2016-12,726818.46,2016-12-01,4.8,3.9,BBB,-0.0098401,0.000704892,0.000217475,0.007845542,1.81,0.08,3.56,0.03,-0.26
31.0,1.0,1311,TOT,60.56,465531.0,0.010556,175744.0,2018-06,10643056.64,2018-06-01,4.6,5.3,BBB,-0.000371092,0.010223008,0.002968533,-0.012036575,0.48,1.15,-2.33,0.14,-2.35
73.0,4.0,6726,GEM,33.46,41942.0,-0.001255,46800.0,2017-09,1565928.0,2017-09-01,7.2,5.1,AA,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
11.0,3.0,9999,PACB,3.305,300757.0,0.080065,154068.0,2020-04,509194.7400000001,2020-04-01,3.0,4.3,BB,,,,,13.65,2.47,-1.26,0.0,-5.23
11.0,3.0,9999,FMI,39.75,54017.0,0.046053,35939.0,2017-06,1428575.25,2017-06-01,4.2,4.5,BB,0.010920842,-0.037658425,0.01672225,-0.01494705,0.78,2.23,1.48,0.06,-0.09
48.0,1.0,6798,DOC,16.6,126733.0,-0.044577,70238.0,2015-04,1165950.8,2015-04-01,2.6,4.1,B,-0.003960967,0.070843992,-0.009231458,0.020542875,0.59,-3.03,1.82,0.0,-7.27
11.0,1.0,5084,APY,9.07,751694.0,-0.015201,77505.0,2020-05,702970.35,2020-05-01,6.8,6.3,A,,,,,5.58,2.47,-4.89,0.01,0.43
11.0,1.0,6021.0,FHN,40.29,238905.0,0.027544,125749.0,2007-05,5066427.21,2007-05-01,2.96,5.14,BB,7.5625e-05,0.030301267,,-0.000297267,3.24,0.24,-0.65,0.41,-0.34
11.0,3.0,3840.0,ICUI,139.3,52518.0,0.102231,16330.0,2016-10,2274769.0,2016-10-01,2.2,3.8,B,-0.036525708,0.012396383,0.019624975,0.017342583,-2.02,-4.42,4.12,0.02,0.6
18.0,1.0,6798,APLE,19.01,134231.0,0.044833,174348.0,2016-02,3314355.4800000004,2016-02-01,4.2,4.6,BB,-0.009726125,-0.021308075,-0.030770633,0.025078225,-0.07,0.71,-0.57,0.02,-4.38
11.0,3.0,4841,QVCA,23.94,779174.0,-0.02445,421951.0,2017-07,10101506.94,2017-07-01,0.0,1.8,CCC,0.0393246,0.010478208,0.014398917,0.00910675,1.87,-1.46,-0.24,0.07,1.68
11.0,1.0,8711.0,THR,20.5,58461.0,-0.152893,31140.0,2013-02,638370.0,2013-02-01,1.43,4.5,B,-0.009570975,-0.009874675,0.006692142,0.006675658,1.29,-0.28,0.11,0.0,1.29
73.0,3.0,6726,AIA,64.9,27660.0,0.09697,20000.0,2020-06,1298000.0,2020-06-01,9.1,6.8,AAA,,,,,2.46,2.7,-2.17,0.01,-0.73
11.0,3.0,9999,LGIH,60.24,78609.0,0.019289,22926.0,2019-03,1381062.24,2019-03-01,6.2,5.3,A,-0.014485042,0.007149233,-0.005788625,0.031336725,1.1,-3.03,-4.1,0.19,2.21
11.0,1.0,5961.0,SYX,9.65,6893.0,-0.038835,36545.0,2012-12,352659.25,2012-12-01,2.86,3.72,BB,0.030222333,-0.011204467,-0.004513617,-0.01279745,1.18,1.5,3.51,0.01,-2.86
11.0,3.0,3674,VIAV,15.0,360365.0,-0.001332,230000.0,2019-12,3450000.0,2019-12-01,3.2,4.5,BB,,,,,2.77,0.73,1.77,0.14,-1.77
11.0,1.0,1382,XEC,113.67,179759.0,0.141037,95278.0,2017-09,10830250.26,2017-09-01,2.9,3.4,BB,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
11.0,1.0,5812,BH,419.20999,1231.0,0.015799,2068.0,2018-02,866926.25932,2018-02-01,3.7,4.45,B,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
11.0,1.0,4924,NWN,73.73,36864.0,0.072125,30436.0,2019-12,2244046.2800000003,2019-12-01,4.5,4.9,BBB,,,,,2.77,0.73,1.77,0.14,-1.77
11.0,1.0,1321,SM,27.51,475728.0,0.070845,111687.0,2018-07,3072509.37,2018-07-01,3.55,3.85,BB,0.000868542,-0.020117392,0.002435592,0.02815055,3.19,-2.23,0.47,0.16,-1.41
18.0,1.0,6798,AVB,178.42,182644.0,-0.042028,138083.0,2017-09,24636768.86,2017-09-01,4.1,4.7,BB,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
11.0,1.0,4911,CMS,56.11,431969.0,0.016967,283754.0,2019-05,15921436.94,2019-05-01,8.3,6.6,AA,,,,,-6.94,-1.31,-2.35,0.21,7.56
11.0,3.0,3670,XLNX,104.16,423397.0,-0.026176,244314.0,2020-08,25447746.24,2020-08-01,5.5,5.6,BBB,,,,,7.63,-0.22,-2.96,0.01,0.55
11.0,1.0,5012.0,KAR,17.5,35285.0,0.093067,136468.0,2012-08,2388190.0,2012-08-01,1.8,1.77,B,0.0264704,-0.021497433,0.0274223,-0.000689033,2.55,0.48,1.3,0.01,-2.37
11.0,1.0,3599,OSK,90.89,124545.0,0.00944,74624.0,2017-12,6782575.36,2017-12-01,6.4,5.1,BBB,-0.024018125,0.00477915,-0.008567133,-0.016049375,1.06,-1.32,0.05,0.09,-1.54
11.0,1.0,7338,ARC,7.58,56929.0,-0.077859,46356.0,2014-01,351378.48,2014-01-01,6.3,5.9,A,0.009432433,-0.009162825,-0.006724167,-0.006907508,-3.32,0.9,-2.07,0.0,1.71
11.0,3.0,3660,CMTL,31.3,24667.0,0.02321,23642.0,2018-05,739994.6,2018-05-01,2.9,4.3,BB,0.021006225,0.021007533,-0.0066537,0.011174375,2.65,5.26,-3.18,0.14,3.89
11.0,1.0,1422,VMC,112.97,345464.0,0.045341,132555.0,2020-04,14974738.35,2020-04-01,4.1,4.5,BB,,,,,13.65,2.47,-1.26,0.0,-5.23
11.0,3.0,5040,SCSC,35.55,27922.0,0.085496,25572.0,2018-03,909084.6,2018-03-01,4.1,4.4,BB,-0.016025775,0.015084133,-0.034614867,-0.007408533,-2.35,4.05,-0.23,0.11,-1.13
11.0,1.0,7011,CHH,99.65,53575.0,0.140813,55458.0,2020-11,5526389.7,2020-11-01,7.0,5.300000000000001,BB,,,,,12.47,5.81,2.13,0.01,-12.43
11.0,1.0,2841.0,PG,63.05,2011403.0,-0.001267,2800784.0,2011-02,176589431.2,2011-02-01,7.66,6.4,AA,0.008828992,0.00288075,-0.023298858,-0.008206983,3.49,1.53,1.27,0.01,1.99
11.0,3.0,5531,ORLY,244.19,226230.0,-0.077449,83300.0,2018-02,20341027.0,2018-02-01,2.3,3.3,B,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
11.0,1.0,3533,SOI,21.41,88621.0,0.321605,18316.0,2017-12,392145.56,2017-12-01,1.9,4.2,B,-0.024018125,0.00477915,-0.008567133,-0.016049375,1.06,-1.32,0.05,0.09,-1.54
11.0,1.0,3571,FIT,5.28,736301.0,-0.108108,223456.0,2019-04,1179847.6800000002,2019-04-01,3.1,4.2,BB,,,,,3.97,-1.74,2.14,0.21,-2.97
11.0,3.0,3580,AAON,36.4,40712.0,-0.008174,52423.0,2018-01,1908197.2,2018-01-01,6.4,6.3,A,0.033935708,0.061400858,0.045588258,0.00420215,5.57,-3.15,-1.33,0.12,4.05
11.0,1.0,2066.0,HSY,56.44,247660.0,-0.007212,166302.0,2011-07,9386084.88,2011-07-01,6.24,5.76,A,-0.015228033,0.008527733,-0.001811392,-0.030286525,-2.35,-1.27,-0.9,0.0,0.18
11.0,3.0,3825,XXIA,10.37,87341.0,0.076843,78396.0,2014-11,812966.5199999999,2014-11-01,2.7,3.6,B,-0.00360615,-0.026687533,0.055120475,0.013657583,2.55,-2.06,-3.09,0.0,0.69
11.0,1.0,6331.0,ORI,15.33,308427.0,-0.181964,230404.0,2007-10,3532093.32,2007-10-01,2.76,3.34,B,0.000507575,-0.006759142,,-0.012461675,1.8,0.13,-3.05,0.32,5.02
11.0,3.0,7373,OSPN,13.5,31561.0,-0.076607,40335.0,2019-08,544522.5,2019-08-01,4.4,4.3,BBB,,,,,-2.58,-2.37,-4.77,0.16,6.92
11.0,3.0,2830.0,NPSP,7.98,290576.0,-0.097285,86908.0,2013-02,693525.8400000001,2013-02-01,2.858,3.3,BB,-0.009570975,-0.009874675,0.006692142,0.006675658,1.29,-0.28,0.11,0.0,1.29
11.0,3.0,9999,NTRA,10.86,45628.0,0.060547,53208.0,2017-06,577838.88,2017-06-01,4.6,4.4,BBB,0.010920842,-0.037658425,0.01672225,-0.01494705,0.78,2.23,1.48,0.06,-0.09
11.0,3.0,5650,ROST,80.85,488935.0,0.036804,378633.0,2018-04,30612478.05,2018-04-01,3.8,3.8,BB,0.06129195,0.059387308,-0.0243539,-0.01038615,0.28,1.14,0.54,0.14,0.36
11.0,1.0,7363,RHI,64.43,254387.0,0.126399,121475.0,2019-01,7826634.250000001,2019-01-01,6.3,5.9,A,0.002627942,0.017763333,0.007356,-0.0229757,8.4,2.89,-0.46,0.21,-8.68
11.0,3.0,6021.0,PACW,42.91,152912.0,-0.009236,121818.0,2016-09,5227210.38,2016-09-01,3.3,4.0,BB,-0.00467505,0.017101967,-0.012727533,-0.000452958,0.25,2.13,-1.23,0.02,0.19
11.0,1.0,2273.0,MHK,74.4,129803.0,-0.075087,68340.0,2007-12,5084496.0,2007-12-01,3.55,5.59,BB,0.015253675,0.014201308,,-0.010026575,-0.87,0.12,-0.54,0.27,6.63
11.0,3.0,9999,ERII,6.86,84521.0,-0.112549,53986.0,2018-02,370343.96,2018-02-01,3.4,4.7,BB,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
11.0,1.0,1041.0,NEM,55.61,1187938.0,0.030387,487575.0,2011-07,27114045.75,2011-07-01,3.3,5.43,BB,-0.015228033,0.008527733,-0.001811392,-0.030286525,-2.35,-1.27,-0.9,0.0,0.18
11.0,1.0,7372,ZEN,102.92,314636.0,0.067856,115426.0,2020-09,11879643.92,2020-09-01,5.6,4.9,BBB,,,,,-3.63,0.04,-2.68,0.01,3.12
11.0,1.0,3674,AVX,14.29,26156.0,-0.003116,167957.0,2014-11,2400105.53,2014-11-01,5.0,4.7,BBB,-0.00360615,-0.026687533,0.055120475,0.013657583,2.55,-2.06,-3.09,0.0,0.69
12.0,1.0,4412,ASC,8.04,71667.0,-0.195074,26109.0,2016-02,209916.36,2016-02-01,5.25,5.1,BB,-0.009726125,-0.021308075,-0.030770633,0.025078225,-0.07,0.71,-0.57,0.02,-4.38
11.0,3.0,8742,ICFI,40.42,26364.0,0.200832,19773.0,2014-02,799224.66,2014-02-01,8.56,7.8,AA,0.007200192,-0.000104942,-0.004207375,0.002051642,4.65,0.37,-0.31,0.0,2.07
11.0,1.0,5999,SBH,27.22,420247.0,-0.07194,146445.0,2016-08,3986232.9,2016-08-01,5.2,3.9,BBB,0.009234758,0.007898217,0.018065725,0.004284425,0.49,1.18,3.13,0.02,-3.49
11.0,1.0,6021,CBU,64.79,29485.0,0.080734,51258.0,2019-02,3321005.8200000003,2019-02-01,3.0,4.1,BB,-0.015488892,-0.024553458,0.007253492,0.015865667,3.4,2.05,-2.67,0.18,0.86
11.0,3.0,6030,GBCI,22.27,93436.0,-0.187252,75026.0,2015-01,1670829.02,2015-01-01,4.0,4.3,BB,-0.031476367,-0.014181025,-0.013698833,0.000254508,-3.11,-0.55,-3.58,0.0,3.84
11.0,1.0,5511,SAH,20.35,56521.0,-0.012136,30682.0,2018-07,624378.7000000001,2018-07-01,3.1,3.6,BB,0.000868542,-0.020117392,0.002435592,0.02815055,3.19,-2.23,0.47,0.16,-1.41
11.0,3.0,5060,AGYS,13.15,12443.0,-0.066051,22617.0,2014-07,297413.55,2014-07-01,6.0,4.9,A,0.003492967,-0.015845,0.036825325,0.022570458,-2.04,-4.29,0.03,0.0,-0.12
11.0,1.0,2819,NGVT,73.69,50342.0,-0.016286,42214.0,2018-03,3110749.66,2018-03-01,1.7,3.2,B,-0.016025775,0.015084133,-0.034614867,-0.007408533,-2.35,4.05,-0.23,0.11,-1.13
11.0,1.0,5084,HY,55.04,10154.0,0.305601,12953.0,2020-11,712933.12,2020-11-01,6.6,5.7,A,,,,,12.47,5.81,2.13,0.01,-12.43
11.0,3.0,2836,TLGT,5.52,68740.0,0.126531,53058.0,2016-04,292880.16,2016-04-01,5.4,4.3,BBB,0.025355267,0.05271435,-0.040464133,-0.029043617,0.91,0.74,3.28,0.01,-6.02
11.0,3.0,5999,OSTK,15.26,87006.0,-0.047441,23981.0,2014-05,365950.06,2014-05-01,7.0,6.1,A,-0.0066736,0.011971642,0.012461125,0.00747155,2.06,-1.88,-0.13,0.0,0.87
11.0,1.0,8711.0,MG,22.09,20479.0,-0.047845,28134.0,2012-10,621480.0599999999,2012-10-01,1.75,4.62,B,-0.000907967,-0.003859533,-0.014234192,-0.035789725,-1.76,-1.16,3.59,0.01,0.14
11.0,1.0,1311,PE,18.58,1310765.0,0.162703,280230.0,2019-01,5206673.399999999,2019-01-01,2.0,3.2,B,0.002627942,0.017763333,0.007356,-0.0229757,8.4,2.89,-0.46,0.21,-8.68
11.0,3.0,8742.0,ICFI,55.2,28509.0,-0.00271,19021.0,2016-12,1049959.2,2016-12-01,5.8,5.7,A,-0.0098401,0.000704892,0.000217475,0.007845542,1.81,0.08,3.56,0.03,-0.26
11.0,1.0,1311.0,DNR,16.16,1343084.0,0.043254,391197.0,2012-09,6321743.5200000005,2012-09-01,7.3,5.14,AA,0.01532505,0.014540325,-0.002634225,-0.020673158,2.73,0.51,1.6,0.01,-1.14
12.0,1.0,1021,HBM,7.34,5264.0,-0.113527,172078.0,2013-11,1263052.52,2013-11-01,7.1,5.0,A,0.028510342,0.002407825,0.0353845,-0.006720333,3.13,1.29,0.32,0.0,0.44
11.0,1.0,2821.0,HUN,19.08,481945.0,-0.014117,238157.0,2016-12,4544035.56,2016-12-01,0.0,3.1,CCC,-0.0098401,0.000704892,0.000217475,0.007845542,1.81,0.08,3.56,0.03,-0.26
11.0,1.0,5311.0,KSS,53.01,1015492.0,0.079633,269439.0,2011-10,14282961.39,2011-10-01,5.62,4.6,BBB,0.025458308,-0.00016575,-0.025870333,-0.037368917,11.35,3.28,0.1,0.0,-1.43
11.0,1.0,5162,ITW,142.02,338858.0,-0.093451,339216.0,2018-04,48175456.32,2018-04-01,5.3,5.2,BBB,0.06129195,0.059387308,-0.0243539,-0.01038615,0.28,1.14,0.54,0.14,0.36
44.0,1.0,6282,PZC,11.41,6189.0,-0.000711,22332.0,2019-12,254808.12,2019-12-01,5.9,5.1,A,,,,,2.77,0.73,1.77,0.14,-1.77
11.0,3.0,3820,FARO,55.35,30597.0,-0.116943,17317.0,2015-01,958495.95,2015-01-01,5.7,5.0,BBB,-0.031476367,-0.014181025,-0.013698833,0.000254508,-3.11,-0.55,-3.58,0.0,3.84
11.0,1.0,4613,SEMG,21.4,231431.0,-0.014752,79063.0,2018-03,1691948.2,2018-03-01,2.4,3.9,B,-0.016025775,0.015084133,-0.034614867,-0.007408533,-2.35,4.05,-0.23,0.11,-1.13
11.0,3.0,9999,NTRA,12.35,60994.0,0.530359,53223.0,2017-08,657304.0499999999,2017-08-01,4.4,4.6,BBB,-0.003349092,-0.014326625,0.012828225,0.025496958,0.16,-1.67,-2.09,0.09,3.26
11.0,1.0,6331,HCI,38.25,66392.0,-0.018979,9986.0,2017-09,381964.5,2017-09-01,2.5,3.25,B,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
12.0,3.0,9999.0,AFH,13.5,10915.0,-0.205882,11895.0,2017-02,160582.5,2017-02-01,5.6,4.9,BBB,-0.021861525,-0.030681708,0.03963685,0.011828475,3.57,-2.02,-1.68,0.04,-1.65
11.0,1.0,3661,CIEN,25.45,570185.0,0.074747,117747.0,2015-07,2996661.15,2015-07-01,4.9,3.9,BBB,-0.043095083,-0.023842558,0.053260867,-0.028371625,1.54,-4.19,-4.13,0.0,9.98
12.0,2.0,1041,AKG,1.7,28409.0,0.156463,173076.0,2014-11,294229.2,2014-11-01,2.7,3.3,B,-0.00360615,-0.026687533,0.055120475,0.013657583,2.55,-2.06,-3.09,0.0,0.69
