shrcd,exchcd,siccd,issuer_ticker,prc,vol,ret,shrout,datem,mktcap,date,industry_adjusted_score,industry_unadjusted_score,letter_rating,S_factor,G_factor,E_factor,ESG_factor,Mkt-RF,SMB,HML,RF,Mom
11.0,1.0,7363,RHI,50.69,221882.0,-0.042501,114635.0,2020-10-01,5810848.149999999,2020-10-01,8.5,6.8,AA,,,,,-2.1,4.37,4.22,0.01,-3.05
11.0,3.0,7372,APPS,6.24,372339.0,-0.124825,86323.0,2020-01-01,538655.52,2020-01-01,8.5,6.8,AA,,,,,-0.11,-3.11,-6.23,0.13,5.98
11.0,3.0,4911,EXC,47.59,1255893.0,0.043869,974320.0,2020-01-01,46367888.8,2020-01-01,8.1,6.6,AA,,,,,-0.11,-3.11,-6.23,0.13,5.98
11.0,1.0,6531,MMI,27.57,31516.0,-0.050947,39274.0,2020-05-01,1082784.18,2020-05-01,7.8,6.5,AA,,,,,5.58,2.47,-4.89,0.01,0.43
11.0,1.0,5961,GWW,356.76999,56687.0,-0.023698,53572.0,2020-09-01,19112881.90428,2020-09-01,8.3,6.7,AA,,,,,-3.63,0.04,-2.68,0.01,3.12
11.0,1.0,7363,TBI,18.69,40264.0,-0.021466,35473.0,2020-12-01,662990.37,2020-12-01,7.2,6.5,AA,,,,,4.63,4.89,-1.5,0.01,-2.32
44.0,1.0,6722,NXR,16.36,3086.0,0.000213,13046.0,2020-10-01,213432.56,2020-10-01,8.5,6.7,AA,,,,,-2.1,4.37,4.22,0.01,-3.05
11.0,1.0,5012,IAA,59.92,165386.0,0.058844,134465.0,2020-11-01,8057142.8,2020-11-01,6.7,7.1,A,,,,,12.47,5.81,2.13,0.01,-12.43
11.0,1.0,3842,IVC,7.69,91969.0,-0.146064,33652.0,2020-01-01,258783.88,2020-01-01,10.0,7.4,AAA,,,,,-0.11,-3.11,-6.23,0.13,5.98
31.0,3.0,4812,VOD,15.94,667634.0,-0.002417,387450.0,2020-06-01,6175953.0,2020-06-01,8.95,6.65,AAA,,,,,2.46,2.7,-2.17,0.01,-0.73
11.0,3.0,4730,EXPD,70.42,315850.0,-0.035871,169764.0,2020-02-01,11954780.88,2020-02-01,10.0,6.6,AAA,,,,,-8.13,1.07,-3.79,0.12,-0.4
31.0,1.0,6211,CS,10.97,409107.0,0.038826,58390.0,2020-08-01,640538.3,2020-08-01,10.0,7.6,AAA,,,,,7.63,-0.22,-2.96,0.01,0.55
