shrcd,exchcd,siccd,issuer_ticker,prc,vol,ret,shrout,datem,mktcap,date,industry_adjusted_score,industry_unadjusted_score,letter_rating,S_factor,G_factor,E_factor,ESG_factor,Mkt-RF,SMB,HML,RF,Mom
,,,MDPWK,,,,,2014-10,,2014-10-01,2.9,4.1,BB,-0.018946583,-0.070176675,0.034851925,0.006880533,2.52,4.2,-1.81,0.0,-0.06
,,,KROT3,,,,,2019-10,,2019-10-01,3.5,4.3,BB,,,,,2.06,0.29,-1.92,0.16,0.15
,,,OKDBV,,,,,2018-06,,2018-06-01,8.5,7.9,AA,-0.000371092,0.010223008,0.002968533,-0.012036575,0.48,1.15,-2.33,0.14,-2.35
,,,CHR.B,,,,,2014-05,,2014-05-01,0.0,1.8,CCC,-0.0066736,0.011971642,0.012461125,0.00747155,2.06,-1.88,-0.13,0.0,0.87
,,,LARD-LN,,,,,2005-08,,2005-08-01,4.22,4.22,BB,-0.003402733,-0.006807,,,-1.22,-0.98,1.32,0.3,2.08
11.0,1.0,3543,EMR,68.15,683007.0,0.048419,614620.0,2019-02,41886353.0,2019-02-01,2.8,5.0,B,-0.015488892,-0.024553458,0.007253492,0.015865667,3.4,2.05,-2.67,0.18,0.86
,,,JDW,,,,,2018-11,,2018-11-01,7.0,5.3,A,0.014213442,-0.003405017,-0.018553633,-0.016970983,1.69,-0.68,0.28,0.18,-1.37
11.0,1.0,6022,FRC,108.17,220300.0,0.037204,171288.0,2020-05,18528222.96,2020-05-01,4.6,4.8,BBB,,,,,5.58,2.47,-4.89,0.01,0.43
,,,NSC-N,,,,,2000-10,,2000-10-01,4.73,4.73,BBB,-0.1051255,0.045769842,,,-2.76,-3.87,5.7,0.56,-4.48
,,,SMWH-LN,,,,,2005-05,,2005-05-01,6.44,6.69,A,0.001607092,0.022727233,,,3.65,2.89,-0.64,0.24,0.45
11.0,1.0,3724,AIR,24.56,30324.0,0.082415,35206.0,2015-11,864659.36,2015-11-01,3.7,4.0,B,0.038453308,8.37833e-05,0.018648217,0.002610683,0.56,3.59,-0.42,0.0,2.28
,,,ADN-LN,,,,,2010-11,,2010-11-01,5.94,6.03,A,0.016021025,0.035308383,-0.044200958,-0.025508467,0.6,3.74,-0.92,0.01,2.66
,,,WB-N,,,,,2006-11,,2006-11-01,6.44,5.91,A,-0.0196683,-0.002813708,,,1.71,0.7,0.14,0.42,-1.03
,,,FCRE,,,,,2017-10,,2017-10-01,3.0,4.2,BB,0.0236463,0.028652592,0.013752142,0.0304212,2.25,-1.93,0.21,0.09,4.27
,,,TNN-LN,,,,,2002-11,,2002-11-01,5.0,4.63,BBB,0.09771175,0.126195583,,,5.96,3.19,-1.21,0.12,-16.33
,,,ORNBV,,,,,2017-11,,2017-11-01,8.1,5.3,AA,-0.0074978,-0.001601825,0.002098283,-0.016665908,3.12,-0.58,-0.08,0.08,-0.87
11.0,1.0,3841.0,TFX,191.17999,52245.0,0.139808,44905.0,2017-02,8584937.45095,2017-02-01,2.1,4.1,B,-0.021861525,-0.030681708,0.03963685,0.011828475,3.57,-2.02,-1.68,0.04,-1.65
,,,LARD-LN,,,,,2009-08,,2009-08-01,4.43,4.88,BBB,0.011111375,-0.000591208,0.041527525,-0.027359433,3.33,-1.08,7.63,0.01,-9.07
,,,LG-FR,,,,,2007-06,,2007-06-01,10.0,8.69,AAA,-0.002072333,-0.002390467,,0.007081158,-1.96,0.76,-1.07,0.4,0.51
,,,BN,,,,,2016-12,,2016-12-01,10.0,6.6,AAA,-0.0098401,0.000704892,0.000217475,0.007845542,1.81,0.08,3.56,0.03,-0.26
11.0,1.0,1731,PWR,30.1,332757.0,-0.14131,146031.0,2018-12,4395533.100000001,2018-12-01,8.3,5.2,AA,0.0266303,-0.006079133,-0.001905742,0.013719492,-9.57,-2.37,-1.85,0.2,2.11
,,,6134,,,,,2017-11,,2017-11-01,1.6,4.0,B,-0.0074978,-0.001601825,0.002098283,-0.016665908,3.12,-0.58,-0.08,0.08,-0.87
11.0,3.0,6282,FNGN,38.45,59480.0,0.050547,63155.0,2017-07,2428309.75,2017-07-01,1.7,3.6,B,0.0393246,0.010478208,0.014398917,0.00910675,1.87,-1.46,-0.24,0.07,1.68
,,,GENP,,,,,2019-10,,2019-10-01,1.5,2.7,B,,,,,2.06,0.29,-1.92,0.16,0.15
,,,LOTCHEM,,,,,2013-10,,2013-10-01,1.9,4.7,B,-0.012340267,0.010870025,0.002318742,0.011617708,4.18,-1.56,1.25,0.0,0.08
,,,CEY,,,,,2017-06,,2017-06-01,6.5,4.7,A,0.010920842,-0.037658425,0.01672225,-0.01494705,0.78,2.23,1.48,0.06,-0.09
11.0,1.0,2439,MAS,32.41,890387.0,0.112517,305498.0,2019-01,9901190.18,2019-01-01,4.366666666666666,4.5,B,0.002627942,0.017763333,0.007356,-0.0229757,8.4,2.89,-0.46,0.21,-8.68
,,,600741,,,,,2019-06,,2019-06-01,0.0,3.1,CCC,,,,,6.93,0.27,-0.72,0.18,-2.3
,,,SWED'A-SK,,,,,2011-09,,2011-09-01,5.54,5.77,BBB,-0.008092317,-0.008890708,0.033167358,0.048643417,-7.59,-3.31,-1.72,0.0,-2.42
,,,SUM,,,,,2013-11,,2013-11-01,10.0,7.5,AAA,0.028510342,0.002407825,0.0353845,-0.006720333,3.13,1.29,0.32,0.0,0.44
,,,8795-TO,,,,,2006-12,,2006-12-01,6.44,5.64,A,-0.019135225,-0.013756592,,,0.87,-1.15,2.73,0.4,0.79
,,,MON-N,,,,,2000-03,,2000-03-01,3.77,3.77,A,0.018876242,0.049835967,,,5.2,-17.23,8.17,0.47,-6.83
11.0,3.0,9999,APLS,34.62,147975.0,-0.157869,75321.0,2020-02,2607613.02,2020-02-01,1.6,3.8,B,,,,,-8.13,1.07,-3.79,0.12,-0.4
71.0,1.0,4922,SMLP,4.79,56038.0,-0.014403,82705.0,2019-10,396156.95,2019-10-01,1.8,3.8,B,,,,,2.06,0.29,-1.92,0.16,0.15
,,,F34,,,,,2018-08,,2018-08-01,5.3,4.5,BBB,0.074072517,0.022886775,0.046277983,0.022157183,3.44,1.13,-3.98,0.16,5.29
,,,BOY-LN,,,,,2011-01,,2011-01-01,0.0,3.29,CCC,0.032880983,0.019224708,-0.00839775,-0.007239183,1.99,-2.45,0.75,0.01,-0.29
11.0,1.0,2499,KOP,31.38,28091.0,-0.178964,20698.0,2020-01,649503.24,2020-01-01,4.3,4.0,BBB,,,,,-0.11,-3.11,-6.23,0.13,5.98
,,,RTK-EB,,,,,2003-11,,2003-11-01,2.25,2.25,CCC,-0.041696025,0.007225483,,,1.35,2.07,1.78,0.07,1.46
,,,6465,,,,,2020-05,,2020-05-01,5.5,5.4,BBB,,,,,5.58,2.47,-4.89,0.01,0.43
,,,CDNS-O,,,,,2006-02,,2006-02-01,5.0,7.08,BBB,-0.010109558,-0.008767792,,,-0.3,-0.38,-0.35,0.34,-1.84
11.0,3.0,5700.0,BBBY,34.64,825315.0,0.0,264821.0,2007-08,9173399.44,2007-08-01,2.86,3.75,BB,-0.03895455,-0.004675075,,0.009229958,0.92,-0.13,-1.86,0.42,0.1
,,,MUDEV,,,,,2020-11,,2020-11-01,6.0,5.0,A,,,,,12.47,5.81,2.13,0.01,-12.43
,,,BPCL,,,,,2015-12,,2015-12-01,5.2,3.9,BBB,-0.02371105,-0.01808705,0.027961733,-0.005074117,-2.17,-2.82,-2.61,0.01,3.36
,,,5020,,,,,2015-01,,2015-01-01,8.3,5.3,AA,-0.031476367,-0.014181025,-0.013698833,0.000254508,-3.11,-0.55,-3.58,0.0,3.84
11.0,1.0,8093.0,USPH,27.54,9720.0,0.045659,11867.0,2012-12,326817.18,2012-12-01,6.0,5.06,A,0.030222333,-0.011204467,-0.004513617,-0.01279745,1.18,1.5,3.51,0.01,-2.86
,,,CNR-T,,,,,2009-02,,2009-02-01,3.21,5.02,BB,-0.011699325,0.017110325,,0.012471183,-10.1,0.05,-6.95,0.01,4.41
,,,RMS,,,,,2020-08,,2020-08-01,4.55,4.05,BBB,,,,,7.63,-0.22,-2.96,0.01,0.55
,,,2823,,,,,2014-03,,2014-03-01,4.0,4.4,BB,-0.011858867,0.008650042,-0.010196275,0.00047995,0.43,-1.85,4.93,0.0,-3.29
,,,MCG-AU,,,,,2008-09,,2008-09-01,4.6,5.01,BBB,-0.045490442,-0.004339733,,0.054366575,-9.24,-1.23,5.92,0.15,0.28
11.0,1.0,6282,APAM,26.64,65184.0,-0.079419,56139.0,2019-08,1495542.96,2019-08-01,5.0,4.75,B,,,,,-2.58,-2.37,-4.77,0.16,6.92
,,,RDW-LN,,,,,2004-11,,2004-11-01,4.13,4.13,BBB,-0.034764833,0.010702542,,,4.54,3.74,1.42,0.15,3.16
11.0,1.0,5159,UVV,57.32,77029.0,0.113226,22668.0,2015-06,1299329.76,2015-06-01,4.7,3.4,BBB,-0.00169385,-0.019460867,0.032890975,-0.019411225,-1.53,2.9,-0.79,0.0,3.01
,,,9076-TO,,,,,2004-11,,2004-11-01,5.72,5.72,A,-0.034764833,0.010702542,,,4.54,3.74,1.42,0.15,3.16
,,,BDO,,,,,2016-03,,2016-03-01,4.9,4.8,BBB,0.006308525,0.027036092,-0.017730692,0.025660067,6.96,0.82,1.19,0.02,-5.01
,,,GIVN-VX,,,,,2008-06,,2008-06-01,7.93,7.12,AA,0.014986383,0.003377125,,-0.017035008,-8.44,1.2,-2.67,0.17,12.75
11.0,1.0,4512,SAVE,41.07,268922.0,0.018854,68448.0,2020-01,2811159.36,2020-01-01,4.1,4.5,BB,,,,,-0.11,-3.11,-6.23,0.13,5.98
11.0,3.0,9999,MYRG,36.15,12697.0,0.043893,16610.0,2019-04,600451.5,2019-04-01,7.1,4.9,A,,,,,3.97,-1.74,2.14,0.21,-2.97
,,,601168,,,,,2020-01,,2020-01-01,4.0,3.4,BB,,,,,-0.11,-3.11,-6.23,0.13,5.98
,,,NOBE-VX,,,,,2003-03,,2003-03-01,6.44,6.44,A,0.056691817,-0.044036108,,,1.09,1.03,-1.91,0.1,1.48
,,,RMV,,,,,2015-02,,2015-02-01,7.0,5.8,A,0.004692125,-0.001466408,0.040218358,-0.002807433,6.13,0.61,-1.86,0.0,-2.82
,,,WPL-AU,,,,,2006-08,,2006-08-01,3.58,4.6,BB,-0.017508917,-0.001948192,,,2.03,1.03,-2.06,0.42,-3.38
,,,FRE3-FF,,,,,2002-10,,2002-10-01,7.87,7.87,AA,0.010708233,0.065216758,,,7.84,-3.4,-3.94,0.14,-5.58
11.0,1.0,4813,AGX,39.95,41557.0,-0.083716,15549.0,2018-02,621182.55,2018-02-01,6.2,4.5,A,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
11.0,1.0,5085,AIT,46.74,35542.0,-0.016414,39090.0,2016-09,1827066.6,2016-09-01,5.2,4.8,BBB,-0.00467505,0.017101967,-0.012727533,-0.000452958,0.25,2.13,-1.23,0.02,0.19
,,,ETL-FR,,,,,2011-04,,2011-04-01,5.06,5.96,BBB,-0.029553808,0.021609125,-0.002227108,0.034589675,2.9,-0.33,-2.49,0.0,0.04
,,,2603,,,,,2018-04,,2018-04-01,3.9,5.1,BB,0.06129195,0.059387308,-0.0243539,-0.01038615,0.28,1.14,0.54,0.14,0.36
11.0,1.0,5012,KAR,37.6,185379.0,-0.014158,137300.0,2016-04,5162480.0,2016-04-01,5.5,5.0,AA,0.025355267,0.05271435,-0.040464133,-0.029043617,0.91,0.74,3.28,0.01,-6.02
11.0,3.0,7370,CTXS,82.61,369221.0,0.075371,150675.0,2017-10,12447261.75,2017-10-01,6.8,5.0,A,0.0236463,0.028652592,0.013752142,0.0304212,2.25,-1.93,0.21,0.09,4.27
,,,JHX-AU,,,,,2010-09,,2010-09-01,1.67,4.5,B,0.001839283,0.023208767,0.007832017,-0.012325325,9.54,3.97,-3.18,0.01,1.41
,,,BB.-LN,,,,,2004-06,,2004-06-01,9.15,4.95,AAA,-0.022343958,-0.001387058,,,1.86,2.26,1.19,0.08,2.05
,,,UMI,,,,,2018-06,,2018-06-01,9.8,6.8,AAA,-0.000371092,0.010223008,0.002968533,-0.012036575,0.48,1.15,-2.33,0.14,-2.35
,,,CCH,,,,,2016-01,,2016-01-01,9.0,7.0,AAA,-0.059022358,-0.014869525,-0.019587783,0.011446708,-5.77,-3.43,2.09,0.01,1.44
,,,016170,,,,,2017-12,,2017-12-01,1.9,3.4,B,-0.024018125,0.00477915,-0.008567133,-0.016049375,1.06,-1.32,0.05,0.09,-1.54
48.0,1.0,6798.0,LHO,28.45,288519.0,-0.003851,113219.0,2017-05,3221080.55,2017-05-01,1.9,3.8,B,-0.038424192,-0.000799992,0.017869033,0.0323629,1.06,-2.52,-3.78,0.06,1.48
11.0,1.0,4911.0,AES,12.09,1371414.0,-0.034345,767490.0,2012-05,9278954.1,2012-05-01,2.74,3.94,B,-0.02583895,-0.006901442,-0.000560833,0.015671075,-6.19,0.07,-1.06,0.01,6.49
11.0,3.0,9999.0,NXEO,8.8,16831.0,-0.034028,89282.0,2017-05,785681.6000000001,2017-05-01,5.4,5.3,BBB,-0.038424192,-0.000799992,0.017869033,0.0323629,1.06,-2.52,-3.78,0.06,1.48
,,,INVBC,,,,,2015-02,,2015-02-01,4.7,4.0,BBB,0.004692125,-0.001466408,0.040218358,-0.002807433,6.13,0.61,-1.86,0.0,-2.82
,,,2282-TO,,,,,2008-08,,2008-08-01,4.13,4.37,BB,-0.008071317,0.007792425,,0.018899767,1.53,3.6,1.59,0.13,-4.02
,,,NKO,,,,,2013-05,,2013-05-01,0.2,0.8,CCC,0.035481283,-0.028590558,0.034830267,0.010653667,2.8,1.73,2.63,0.0,-2.02
,,,BAUTO,,,,,2018-04,,2018-04-01,4.0,3.8,BB,0.06129195,0.059387308,-0.0243539,-0.01038615,0.28,1.14,0.54,0.14,0.36
,,,YUM-N,,,,,2004-09,,2004-09-01,3.46,3.46,BB,0.016113358,0.000171417,,,1.6,3.02,-0.01,0.11,5.49
11.0,1.0,6021,MTB,156.53,152485.0,-0.009116,132277.0,2019-10,20705318.81,2019-10-01,4.6,4.7,BBB,,,,,2.06,0.29,-1.92,0.16,0.15
12.0,3.0,6331,ESGR,178.39,6802.0,-0.086538,18013.0,2020-02,3213339.07,2020-02-01,2.3,4.1,B,,,,,-8.13,1.07,-3.79,0.12,-0.4
,,,AV.-LN,,,,,2004-03,,2004-03-01,9.3,6.93,AAA,-0.019161617,0.017585925,,,-1.32,1.72,0.28,0.09,0.17
,,,ENRU,,,,,2019-05,,2019-05-01,2.3,3.9,B,,,,,-6.94,-1.31,-2.35,0.21,7.56
11.0,1.0,6141,AXP,90.03,715140.0,-0.013694,1059613.0,2014-03,95396958.39,2014-03-01,9.0,7.0,AAA,-0.011858867,0.008650042,-0.010196275,0.00047995,0.43,-1.85,4.93,0.0,-3.29
11.0,1.0,5082,RES,3.86,416962.0,-0.067633,214500.0,2019-11,827970.0,2019-11-01,3.45,4.800000000000001,BB,,,,,3.87,0.79,-2.0,0.12,-2.66
,,,UTX-N,,,,,2000-03,,2000-03-01,9.29,9.29,AAA,0.018876242,0.049835967,,,5.2,-17.23,8.17,0.47,-6.83
,,,GRUPOSURA,,,,,2019-02,,2019-02-01,4.7,4.2,BBB,-0.015488892,-0.024553458,0.007253492,0.015865667,3.4,2.05,-2.67,0.18,0.86
,,,C6L,,,,,2019-05,,2019-05-01,7.6,5.4,AA,,,,,-6.94,-1.31,-2.35,0.21,7.56
11.0,1.0,6324,ANTM,238.03,297902.0,0.078403,255199.0,2018-06,60745017.97,2018-06-01,5.2,4.0,A,-0.000371092,0.010223008,0.002968533,-0.012036575,0.48,1.15,-2.33,0.14,-2.35
,,,UAUA-O,,,,,2005-10,,2005-10-01,4.21,4.21,BBB,-0.019552908,-0.001733008,,,-2.02,-1.25,0.43,0.27,-1.39
,,,6301-TO,,,,,2009-07,,2009-07-01,7.14,6.07,A,-0.00119005,0.008318425,-0.002213642,-0.02326185,7.72,1.87,4.84,0.01,-5.55
11.0,1.0,6036,NYCB,15.03,895556.0,-0.054717,486930.0,2016-04,7318557.899999999,2016-04-01,5.7,5.1,BBB,0.025355267,0.05271435,-0.040464133,-0.029043617,0.91,0.74,3.28,0.01,-6.02
,,,002380,,,,,2013-11,,2013-11-01,0.0,3.7,CCC,0.028510342,0.002407825,0.0353845,-0.006720333,3.13,1.29,0.32,0.0,0.44
73.0,4.0,6726.0,SBM,35.1301,496.0,-0.007905,250.0,2012-11,8782.525,2012-11-01,5.09,4.33,BBB,-0.016651225,-0.021886075,0.015841758,-0.00366355,0.78,0.64,-0.84,0.01,0.49
,,,CCL-LN,,,,,2009-10,,2009-10-01,5.33,5.71,BBB,-0.002063675,0.025421908,-0.004506958,0.055239225,-2.59,-4.34,-4.2,0.0,2.61
,,,WWY-N,,,,,2001-06,,2001-06-01,4.33,4.33,BB,-0.008489817,-0.014165575,,,-1.94,6.24,-1.13,0.28,0.38
11.0,3.0,2834.0,AMAG,22.45,201626.0,-0.068465,34339.0,2017-02,770910.5499999999,2017-02-01,1.9,3.6,CCC,-0.021861525,-0.030681708,0.03963685,0.011828475,3.57,-2.02,-1.68,0.04,-1.65
11.0,1.0,6324,HUM,179.0,183628.0,-0.019148,148215.0,2015-09,26530485.0,2015-09-01,5.4,4.6,BBB,-0.032355858,0.014063233,0.027057467,0.018774442,-3.07,-2.63,0.56,0.0,5.22
11.0,1.0,4813,AGX,39.15,25180.0,0.006944,14768.0,2015-08,578167.2,2015-08-01,6.3,4.4,A,-0.00575945,0.005492483,-0.018212583,-0.000829442,-6.04,0.33,2.77,0.0,-2.09
,,,952,,,,,2019-07,,2019-07-01,3.0,3.4,BB,,,,,1.19,-1.93,0.47,0.19,2.89
,,,EGIE3,,,,,2018-11,,2018-11-01,7.0,6.2,A,0.014213442,-0.003405017,-0.018553633,-0.016970983,1.69,-0.68,0.28,0.18,-1.37
,,,PBCT-O,,,,,2011-02,,2011-02-01,5.71,5.34,BBB,0.008828992,0.00288075,-0.023298858,-0.008206983,3.49,1.53,1.27,0.01,1.99
,,,NPI,,,,,2020-12,,2020-12-01,6.5,6.0,A,,,,,4.63,4.89,-1.5,0.01,-2.32
,,,DPLM,,,,,2014-06,,2014-06-01,5.3,4.8,BBB,0.022449642,0.013630983,-0.019002942,-0.006655442,2.61,3.08,-0.7,0.0,0.69
11.0,3.0,9999,MSG,57.58,98469.0,0.021647,63320.0,2013-12,3645965.6,2013-12-01,4.4,4.4,BBB,-0.00415995,-0.006994908,-0.006124225,0.008683142,2.81,-0.45,-0.02,0.0,0.02
,,,REDE3,,,,,2019-04,,2019-04-01,5.0,5.2,BBB,,,,,3.97,-1.74,2.14,0.21,-2.97
11.0,3.0,2834.0,LGND,43.28,61546.0,-0.100021,21528.0,2013-09,931731.84,2013-09-01,1.43,3.5,B,-0.010241708,-0.008211575,0.002572567,-0.008110292,3.77,2.91,-1.22,0.0,3.06
11.0,3.0,7372.0,AZPN,30.6,114272.0,0.107091,93456.0,2013-01,2859753.6,2013-01-01,5.2,4.9,BBB,-0.011485742,0.001512467,-0.024530667,-0.025863875,5.57,0.33,0.96,0.0,-1.79
11.0,1.0,3577,LXK,42.66,173287.0,0.077925,61795.0,2015-02,2636174.7,2015-02-01,6.3,4.3,A,0.004692125,-0.001466408,0.040218358,-0.002807433,6.13,0.61,-1.86,0.0,-2.82
,,,FFB,,,,,2018-02,,2018-02-01,3.0,4.0,BB,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
,,,6796,,,,,2015-11,,2015-11-01,6.7,4.7,A,0.038453308,8.37833e-05,0.018648217,0.002610683,0.56,3.59,-0.42,0.0,2.28
11.0,1.0,1389,NGS,22.82,8613.0,-0.055072,12734.0,2015-06,290589.88,2015-06-01,4.5,5.3,BBB,-0.00169385,-0.019460867,0.032890975,-0.019411225,-1.53,2.9,-0.79,0.0,3.01
11.0,3.0,7376.0,SYKE,29.4,46780.0,0.080088,42405.0,2017-03,1246707.0,2017-03-01,4.6,4.6,BBB,-0.018273858,0.000117925,0.00174255,0.013374767,0.17,1.14,-3.32,0.03,-1.02
,,,ASIANPAINT,,,,,2013-02,,2013-02-01,6.0,4.6,A,-0.009570975,-0.009874675,0.006692142,0.006675658,1.29,-0.28,0.11,0.0,1.29
,,,MSKY,,,,,2018-09,,2018-09-01,2.4,3.6,B,-0.005634583,0.004664483,0.002152017,0.006599042,0.06,-2.28,-1.69,0.15,0.04
,,,AAV,,,,,2019-04,,2019-04-01,4.2,3.9,BB,,,,,3.97,-1.74,2.14,0.21,-2.97
31.0,3.0,4581,OMAB,35.76,21219.0,-0.143883,6624.0,2018-11,236874.24,2018-11-01,5.3,5.2,BBB,0.014213442,-0.003405017,-0.018553633,-0.016970983,1.69,-0.68,0.28,0.18,-1.37
,,,PMTC,,,,,2013-12,,2013-12-01,3.7,4.0,BB,-0.00415995,-0.006994908,-0.006124225,0.008683142,2.81,-0.45,-0.02,0.0,0.02
11.0,3.0,3670,KOPN,3.45,43921.0,-0.008621,63297.0,2015-06,218374.65,2015-06-01,1.5,3.6,B,-0.00169385,-0.019460867,0.032890975,-0.019411225,-1.53,2.9,-0.79,0.0,3.01
,,,HITT,,,,,2014-07,,2014-07-01,2.6,4.2,B,0.003492967,-0.015845,0.036825325,0.022570458,-2.04,-4.29,0.03,0.0,-0.12
,,,009150,,,,,2017-02,,2017-02-01,6.9,5.0,A,-0.021861525,-0.030681708,0.03963685,0.011828475,3.57,-2.02,-1.68,0.04,-1.65
,,,EXCELCROP,,,,,2018-07,,2018-07-01,10.0,6.3,AAA,0.000868542,-0.020117392,0.002435592,0.02815055,3.19,-2.23,0.47,0.16,-1.41
71.0,1.0,6282,AB,23.49,48554.0,0.002561,98381.0,2016-04,2310969.69,2016-04-01,4.6,4.1,BBB,0.025355267,0.05271435,-0.040464133,-0.029043617,0.91,0.74,3.28,0.01,-6.02
,,,INCDB,,,,,2020-11,,2020-11-01,0.0,2.0,CCC,,,,,12.47,5.81,2.13,0.01,-12.43
73.0,4.0,6726,ELD,32.3948,3273.0,0.085217,4500.0,2020-05,145776.59999999998,2020-05-01,5.449999999999999,4.35,A,,,,,5.58,2.47,-4.89,0.01,0.43
,,,8589,,,,,2015-09,,2015-09-01,4.0,3.8,BB,-0.032355858,0.014063233,0.027057467,0.018774442,-3.07,-2.63,0.56,0.0,5.22
,,,MLP-FF,,,,,2008-01,,2008-01-01,2.86,4.21,BB,0.001488975,-0.019039475,,-0.040704508,-6.36,-1.04,3.98,0.21,-7.75
,,,6013-TO,,,,,2006-03,,2006-03-01,4.8,4.8,BBB,-0.00030445,-0.013697175,,,1.46,3.45,0.59,0.37,1.26
,,,KABE B,,,,,2020-02,,2020-02-01,4.2,4.2,BB,,,,,-8.13,1.07,-3.79,0.12,-0.4
,,,MPI,,,,,2016-01,,2016-01-01,6.199999999999999,5.550000000000001,A,-0.059022358,-0.014869525,-0.019587783,0.011446708,-5.77,-3.43,2.09,0.01,1.44
11.0,1.0,2879,MON,115.04,1160413.0,0.026842,484073.0,2014-10,55687757.92,2014-10-01,1.43,3.0,B,-0.018946583,-0.070176675,0.034851925,0.006880533,2.52,4.2,-1.81,0.0,-0.06
,,,BAES,,,,,2016-05,,2016-05-01,5.6,4.8,BBB,0.011018142,0.004892675,0.028638917,-0.011118417,1.78,-0.18,-1.66,0.01,1.42
11.0,1.0,971,AGS,19.14,79813.0,-0.206468,35411.0,2019-05,677766.54,2019-05-01,6.233333333333334,5.133333333333334,A,,,,,-6.94,-1.31,-2.35,0.21,7.56
,,,GNW-N,,,,,2006-09,,2006-09-01,6.44,3.45,A,0.033550325,-0.0042838,,,1.84,-1.36,0.08,0.41,-0.96
,,,EPED,,,,,2019-04,,2019-04-01,4.1,4.6,BB,,,,,3.97,-1.74,2.14,0.21,-2.97
,,,K02-SG,,,,,2005-05,,2005-05-01,4.44,4.44,BBB,0.001607092,0.022727233,,,3.65,2.89,-0.64,0.24,0.45
,,,UFI-N,,,,,2003-05,,2003-05-01,2.97,2.97,BB,-0.059170283,0.046408783,,,6.05,4.74,0.5,0.09,-10.7
,,,4536,,,,,2018-02,,2018-02-01,5.4,4.4,BBB,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
,,,FD-N,,,,,2003-01,,2003-01-01,0.87,0.87,B,0.022546592,0.023183042,,,-2.57,1.35,-0.81,0.1,1.55
11.0,1.0,2844,REV,16.53,38544.0,-0.170181,53035.0,2019-08,876668.55,2019-08-01,0.0,1.5,CCC,,,,,-2.58,-2.37,-4.77,0.16,6.92
11.0,1.0,1311,OXY,15.74,4635425.0,-0.139891,918202.0,2020-07,14452499.48,2020-07-01,2.8,3.55,CCC,,,,,5.77,-2.32,-1.37,0.01,7.61
14.0,1.0,6726,PEO,19.32,14155.0,-0.006816,27393.0,2015-11,529232.76,2015-11-01,6.8,5.4,A,0.038453308,8.37833e-05,0.018648217,0.002610683,0.56,3.59,-0.42,0.0,2.28
,,,BP.,,,,,2014-09,,2014-09-01,3.0,3.7,BB,-0.019768433,-0.035909633,0.037610742,0.008333083,-1.97,-3.72,-1.34,0.0,0.5
,,,TRKCM,,,,,2016-03,,2016-03-01,3.1,3.3,BB,0.006308525,0.027036092,-0.017730692,0.025660067,6.96,0.82,1.19,0.02,-5.01
11.0,1.0,6231.0,NYX,41.8,248098.0,-0.008539,243214.0,2013-08,10166345.2,2013-08-01,3.5,5.1,BB,0.003599467,0.007885092,-0.002765983,0.017547525,-2.71,0.28,-2.69,0.0,0.02
,,,FPM,,,,,2015-10,,2015-10-01,5.6,4.1,BBB,-0.036427325,0.039352867,-0.004362908,0.005633967,7.75,-1.87,-0.46,0.0,-3.28
,,,1038-HK,,,,,2008-07,,2008-07-01,0.0,1.65,CCC,-0.041094417,-0.069150008,,0.044913075,-0.77,2.61,5.42,0.15,-5.13
,,,1861,,,,,2017-10,,2017-10-01,4.7,4.2,BBB,0.0236463,0.028652592,0.013752142,0.0304212,2.25,-1.93,0.21,0.09,4.27
,,,PNN-LN,,,,,2012-09,,2012-09-01,9.03,7.07,AAA,0.01532505,0.014540325,-0.002634225,-0.020673158,2.73,0.51,1.6,0.01,-1.14
,,,SHB,,,,,2017-09,,2017-09-01,7.8,6.0,AA,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
,,,HSBA,,,,,2014-10,,2014-10-01,3.175,3.925,AA,-0.018946583,-0.070176675,0.034851925,0.006880533,2.52,4.2,-1.81,0.0,-0.06
,,,000028833,,,,,2008-05,,2008-05-01,5.43,5.41,BBB,-0.020265417,0.007477158,,-0.032143058,1.86,3.0,-1.49,0.18,3.31
,,,BDO,,,,,2017-09,,2017-09-01,4.5,4.5,BBB,0.028989258,0.015009075,-0.029448892,-0.0224395,2.51,4.46,3.12,0.09,-1.32
11.0,1.0,2711.0,DJ,37.71,170099.0,-0.001053,63332.0,2007-01,2388249.72,2007-01-01,6.62,6.79,A,-0.018629567,0.017483192,,,1.4,0.13,-0.69,0.44,0.24
,,,2388,,,,,2018-02,,2018-02-01,8.1,5.7,AA,0.026113692,0.002226308,0.043850083,0.036912808,-3.65,0.23,-1.07,0.11,3.58
,,,SAGSS,,,,,2014-06,,2014-06-01,4.9,5.2,BBB,0.022449642,0.013630983,-0.019002942,-0.006655442,2.61,3.08,-0.7,0.0,0.69
,,,PKI-N,,,,,2008-11,,2008-11-01,2.39,4.27,B,-0.001357117,-0.026151625,,0.046712975,-7.86,-2.85,-6.31,0.03,7.17
,,,COXET,,,,,2014-01,,2014-01-01,1.9,4.1,B,0.009432433,-0.009162825,-0.006724167,-0.006907508,-3.32,0.9,-2.07,0.0,1.71
